27624;48;26;16;130
21720;53;29;18;135
29132;48;25;16;135
22569;51;28;15;130
22435;51;30;16;140
21679;50;25;17;130
28038;54;30;17;120
22225;49;37;20;140
27791;54;32;15;135
20990;51;36;16;135
28897;54;31;17;140
22187;51;35;19;145
28243;55;40;14;135
22201;45;25;18;130
60622;52;40;16;140
60354;52;34;14;140
60371;54;39;17;135
60030;52;31;17;135
27064;51;35;17;148
60998;52;25;19;140
21383;48;40;20;145
26256;49;37;17;135
22311;55;31;16;140
22699;48;24;15;130
61019;46;37;20;135
22561;52;28;16;135
23044;52;30;16;140
21372;51;33;15;140
60608;50;42;19;145
60618;55;38;16;140
60077;50;27;18;135
60359;51;43;16;135
60372;52;40;15;140
27013;55;37;18;148
60009;52;41;15;140
60342;53;44;15;140
28572;46;39;21;140
60219;55;29;20;143
60444;55;31;15;145
24216;54;34;15;140
22568;53;29;16;135
28103;54;33;15;135
28062;51;32;17;140
28068;52;30;15;135
60580;53;43;15;140
61357;54;32;16;135
28237;54;29;17;140
28241;50;25;17;140
27718;50;28;15;135
21812;54;33;18;145
24174;55;38;16;130
21210;53;35;18;145
60306;51;39;17;130
60203;52;30;16;135
21608;54;34;16;135
61028;51;34;19;140
21482;54;31;16;135
60373;53;41;14;140
27025;52;36;16;145
24163;56;35;13;140
26082;46;25;17;135
22348;44;25;17;120
60679;52;43;16;135
60644;53;44;16;140
24061;50;32;21;138
27391;48;35;21;145
22565;51;26;15;130
60274;53;29;18;135
29195;48;26;15;135
24415;50;25;19;135
24271;49;37;21;140
22240;54;33;16;135
61379;52;30;15;140
21437;51;35;14;135
61035;50;36;21;140
27049;51;38;19;148
24762;51;28;17;135
60330;55;42;16;140
21540;53;27;18;140
23005;53;29;16;135
23090;53;35;17;125
24442;52;25;16;135
60959;55;41;16;140
60278;50;27;16;135
60285;52;35;15;135
29576;56;44;9;140
22354;51;27;19;145
22241;54;33;16;135
60200;52;28;17;140
28965;50;36;18;140
23110;51;29;17;140
60159;50;26;17;130
60369;51;42;15;130
60375;52;36;16;145
28313;52;29;17;140
29916;52;25;15;140
60331;55;43;14;150
61215;53;44;15;140
29324;47;29;18;135
24037;51;47;17;140
23096;52;28;16;135
28764;51;25;16;130
28089;51;35;20;145
21113;51;25;17;135
21137;52;26;18;135
26109;49;27;15;134
28236;51;24;18;135
22242;54;33;16;135
21323;55;31;14;145
60617;53;38;15;140
27873;51;26;17;130
21490;53;40;17;135
27645;49;33;21;140
21682;51;30;15;140
22612;52;27;16;135
28047;52;27;17;135
28077;49;38;21;140
28076;49;38;21;140
28922;55;26;15;135
29194;48;26;15;135
27665;51;29;16;130
28304;51;29;16;140
21655;52;33;17;140
22243;54;33;16;135
22799;52;36;18;140
23038;53;32;16;140
60500;48;35;19;135
22504;51;26;15;135
23696;52;30;16;135
27029;53;36;17;148
27030;53;36;17;148
27052;51;38;19;148
27644;50;41;19;145
21860;52;27;15;135
22997;51;41;18;140
21838;53;31;15;125
22924;54;42;14;130
22436;51;30;16;140
22439;53;38;15;135
26643;47;22;17;130
29646;42;34;22;140
60553;52;27;18;135
21650;53;33;18;140
60296;52;41;16;135
22505;53;27;15;130
28333;53;36;19;145
28289;52;28;16;135
27035;50;38;19;145
24277;50;25;16;130
21645;53;36;17;140
60616;54;37;15;135
24733;55;33;17;135
61578;51;28;16;135
22506;52;29;15;135
60327;55;31;17;135
27038;50;38;19;145
27641;51;34;18;143
24166;52;31;16;135
21391;54;41;15;135
60561;52;42;20;140
60334;53;34;16;135
28543;50;35;20;145
60445;55;31;15;145
29113;47;25;17;130
21128;52;32;17;140
60490;52;27;16;135
22507;52;29;15;135
20985;53;28;15;135
60335;53;30;16;135
28585;48;39;23;140
28194;54;28;14;135
27705;47;37;17;140
60864;51;26;18;135
28244;50;36;21;140
60764;51;25;17;140
60323;55;29;15;135
27028;53;36;17;148
21687;51;32;15;140
21558;55;41;15;140
26085;54;27;15;135
23057;52;25;18;140
22566;51;30;15;125
22668;48;24;19;130
22450;52;31;16;135
28051;52;26;15;140
28100;49;44;22;140
60556;49;24;18;140
27435;49;27;16;130
60876;51;26;17;135
21476;55;38;14;135
22980;50;27;17;135
23678;44;24;16;125
22717;51;27;17;140
60557;54;26;15;135
21636;50;40;22;150
27871;53;26;17;135
24955;53;30;18;140
23372;44;25;17;130
22542;52;27;20;140
27393;48;35;20;145
26086;52;28;14;135
60581;53;43;16;140
28874;48;32;16;135
28296;52;28;15;135
21771;52;37;18;145
22326;50;33;17;135
22685;49;24;16;135
28246;50;36;18;140
27036;50;38;19;145
27073;53;40;17;148
26996;51;27;18;135
24232;50;43;20;140
28546;48;32;20;145
24053;50;35;20;145
22442;52;38;17;135
22272;54;29;15;140
21533;54;43;15;140
22639;50;26;16;135
23020;49;29;16;135
60571;52;39;15;135
28312;54;40;19;145
27034;50;38;19;145
28030;50;34;20;145
28084;51;35;20;145
28093;52;33;17;145
27897;53;29;19;140
22328;53;33;17;145
60204;52;30;16;135
27642;51;34;18;143
28571;46;39;21;140
60218;55;29;20;143
24024;49;26;15;135
24132;56;32;15;140
23003;52;28;19;135
23068;49;31;17;140
28832;51;27;15;135
22329;53;33;17;145
27857;53;25;15;137
60324;54;29;16;140
28584;48;39;23;140
28589;52;37;19;140
22714;56;36;17;140
28091;52;33;17;145
21116;55;29;17;140
22741;51;30;18;140
22330;53;33;17;145
24480;51;46;18;138
20983;50;24;16;135
28562;46;40;20;145
20945;52;37;18;135
28072;52;32;16;135
28799;53;27;15;135
23196;50;27;15;135
23375;44;25;17;130
21088;52;25;16;135
21110;54;32;17;135
28875;48;32;16;135
22332;54;30;17;140
24135;51;38;20;140
21138;54;28;17;135
21498;51;38;17;140
28907;51;35;14;135
23252;51;25;14;135
23255;52;27;13;140
29541;56;28;16;135
22920;53;31;16;135
26140;46;28;20;140
22296;54;31;16;135
22334;54;30;17;140
21390;53;29;17;135
27622;48;26;16;130
21762;49;37;21;140
21807;51;31;17;145
22335;51;34;19;145
27837;57;27;16;142
29544;52;33;17;135
24998;50;27;17;135
28834;53;26;16;135
28098;53;44;16;145
22336;51;34;19;145
22656;52;27;18;135
28088;51;35;20;145
28228;49;37;19;135
27408;52;27;15;140
22337;51;34;19;145
27171;44;27;19;130
22995;54;30;14;135
27563;51;28;16;135
24212;52;38;19;140
28061;51;32;17;140
26673;52;27;15;140
27697;49;31;19;140
28487;55;31;18;140
60316;60;34;21;150
24213;50;37;19;140
22230;52;29;15;140
27789;52;27;15;135
22985;51;43;17;140
24046;49;39;18;138
28204;51;33;20;145
22278;53;32;16;135
21840;51;27;16;135
22167;53;34;17;140
22232;53;33;18;140
27701;51;27;16;135
60163;54;30;15;135
24204;52;25;17;143
27876;52;27;14;135
27033;50;38;19;145
29321;45;26;19;133
22922;53;31;16;135
23429;51;25;18;135
26192;53;26;17;135
22438;53;38;15;135
22737;51;28;18;140
22238;54;33;18;145
27382;46;39;23;145
23313;52;26;18;135
28086;51;35;20;145
22239;53;33;16;135
27790;54;32;15;135
28453;54;26;18;135
27045;48;41;19;145
22033;51;26;16;135
28900;54;33;16;135
27043;48;40;19;145
27156;49;24;14;130
22739;50;30;18;140
22549;54;28;18;145
29282;47;26;18;135
26641;47;23;17;130
28090;52;33;17;145
21074;52;28;16;136
27643;50;41;19;145
22947;51;25;18;135
27063;51;35;17;148
21649;53;33;18;140
28063;50;33;16;140
21143;55;25;17;135
21842;50;25;18;135
28534;46;40;19;145
23047;53;26;17;135
21586;54;29;15;140
21305;52;26;16;135
22735;52;29;20;140
22362;49;34;19;140
60165;52;30;16;135
23085;53;27;17;135
28772;49;25;15;130
27944;52;27;17;135
28902;54;33;17;135
22743;52;28;18;140
25650;48;26;17;135
21845;48;25;19;135
28002;44;24;16;125
29435;52;37;14;145
23097;56;32;17;135
26073;55;34;16;135
27874;51;26;17;130
21302;49;25;19;135
23253;51;25;14;135
23051;56;28;14;135
61148;57;40;18;140
27875;52;27;14;135
21538;54;27;18;140
23055;55;32;17;140
26937;50;25;18;135
28452;54;26;18;135
27068;48;43;23;145
27096;49;26;18;135
28454;54;26;18;135
61058;51;30;16;140
27041;52;40;19;145
61306;54;31;14;130
28537;52;27;18;145
21526;52;34;15;135
23035;53;26;18;140
21131;54;35;14;140
22297;54;32;16;135
28230;53;27;16;135
26976;52;42;18;140
26318;51;25;17;140
60651;53;35;15;140
23056;55;32;17;140
23067;53;28;16;140
28258;53;33;16;140
24019;50;26;19;135
61312;53;29;13;135
61316;54;39;18;135
61319;52;40;18;135
22121;53;29;13;140
27046;48;40;19;145
27059;51;42;21;148
22448;50;27;16;135
28034;50;25;15;145
21080;54;27;17;140
28096;53;44;16;145
23062;53;26;16;137
28097;53;44;16;145
21322;55;31;14;145
28066;50;33;16;140
21505;51;38;17;140
25258;45;31;24;135
22270;53;33;14;140
21621;53;48;16;140
21480;55;34;15;135
27709;45;36;18;140
27042;48;40;19;145
21158;52;28;19;140
21089;55;26;17;140
21575;54;38;18;145
60292;56;44;9;140
25001;44;30;14;120
24181;48;26;16;130
21379;53;31;17;145
27946;51;24;17;140
21075;51;28;18;140
29320;45;26;19;133
27053;51;38;20;148
27439;48;27;17;130
27440;48;27;17;130
27431;47;28;14;125
27434;45;26;15;120
27436;47;28;14;125
21165;53;28;17;140
22110;52;35;16;140
29283;45;25;18;135
26509;49;24;16;135
29292;44;30;19;128
60707;53;30;18;140
29290;49;26;16;135
60792;55;32;17;140
29288;49;25;16;135
29289;49;26;16;135
29287;49;26;16;135
29291;44;29;19;128
27437;47;28;14;125
27438;49;29;16;130
22897;51;27;18;140
21157;53;30;19;140
28210;53;27;16;140
28042;52;28;18;140
21148;54;24;18;135
21149;54;24;18;135
21150;54;24;18;135
60288;50;44;16;140
27636;49;32;16;143
21373;51;32;15;135
20987;51;37;16;135
27707;46;38;21;135
60275;53;29;15;140
28229;53;27;16;135
27003;55;37;18;148
28269;53;32;16;140
27639;51;31;18;143
21726;53;26;15;135
23017;53;34;19;145
28268;50;26;15;135
28270;50;27;15;135
27703;50;27;14;140
27698;49;31;19;140
60661;48;25;15;130
23065;52;26;14;135
24999;54;27;14;130
28227;52;28;15;140
27646;49;33;21;140
28074;53;31;15;135
60287;52;35;15;135
26161;45;26;17;125
21073;50;28;18;136
23076;50;29;20;135
23078;53;27;16;140
29378;54;34;16;135
29391;52;28;17;135
29393;52;28;17;135
29394;51;27;18;135
29395;49;27;18;130
29396;49;26;18;130
24414;50;25;19;135
27058;51;41;21;148
24010;53;26;18;135
24514;50;28;16;140
24516;50;28;16;140
24523;54;30;15;140
24536;51;32;17;135
24540;52;35;19;135
24449;51;37;15;135
24457;50;31;18;145
24458;50;31;18;145
24461;49;29;17;138
24467;51;34;19;135
24470;53;34;17;145
24483;51;46;18;138
24484;46;40;19;140
24493;50;38;18;138
24497;50;29;19;138
24503;51;38;18;138
24506;51;33;15;138
24508;51;33;15;138
24509;51;33;15;138
24512;54;31;17;140
60858;52;27;16;140
60859;52;27;16;140
60860;51;27;18;140
60861;51;27;18;140
60794;52;26;16;140
60795;52;26;16;140
60798;51;28;16;135
60799;51;28;16;135
60862;51;26;18;140
60863;51;26;18;140
60865;51;26;18;135
60866;53;30;17;135
60867;53;30;17;135
60868;53;30;17;135
60869;49;26;17;140
60870;49;26;17;140
60871;52;26;17;140
60872;52;26;17;140
60800;49;24;17;135
60801;49;24;17;135
60802;49;24;17;135
60873;49;29;18;135
60874;49;29;18;135
60875;51;26;17;135
60878;50;26;16;135
24719;57;38;15;140
24717;57;38;15;140
24718;57;38;15;140
24721;53;37;16;135
24722;53;37;16;135
24723;53;31;17;135
24725;53;34;17;135
24726;53;34;17;135
24729;56;41;17;135
24730;56;41;17;135
24731;55;33;17;135
24734;57;36;15;140
24738;58;40;15;135
24739;58;40;15;135
24740;53;33;13;135
24741;53;33;13;135
24742;52;34;15;135
61342;53;39;15;135
61401;53;30;18;145
61402;53;30;18;145
61403;55;30;18;145
61404;55;30;18;145
61392;60;32;16;155
61394;54;31;20;145
61399;54;30;18;140
61390;56;36;18;145
60803;51;25;16;135
60804;51;25;16;135
22403;52;26;16;135
23242;52;34;16;140
60760;52;25;18;135
60761;52;25;18;135
23245;51;32;16;140
60075;49;33;17;140
23247;50;26;16;135
60076;52;30;18;140
60090;50;34;17;135
20619;48;22;16;135
20621;51;25;19;140
20630;52;25;16;125
20636;52;24;16;135
24579;52;26;17;135
24583;50;26;18;135
20654;50;25;18;137
24593;50;25;17;135
24602;50;25;17;140
24604;53;28;17;135
20663;52;28;17;135
24613;52;27;17;140
24622;54;28;16;135
20684;50;29;17;135
20694;52;31;16;140
20605;48;25;18;135
20611;54;32;15;145
61705;53;26;16;135
61020;53;28;15;140
28242;53;28;15;140
21610;58;35;12;135
61706;52;39;19;145
21612;53;28;14;140
21613;53;28;14;140
61048;51;40;16;140
61708;51;39;16;140
61021;52;29;16;135
61022;52;29;16;135
61023;51;37;15;135
61024;55;40;14;135
61710;53;33;15;135
61025;55;31;13;135
21619;53;29;16;135
61711;47;37;20;140
61026;47;37;20;140
21620;50;28;14;140
61027;51;34;19;140
61029;53;47;16;140
61031;54;43;12;140
61032;52;40;15;140
61034;52;35;18;140
21625;48;41;18;140
61036;49;42;18;140
61037;49;42;18;140
61038;49;42;18;140
28245;52;35;16;145
61039;52;43;16;140
61040;52;43;16;140
61041;51;43;19;140
61042;51;43;19;140
61043;51;43;19;140
61044;51;43;19;140
61045;54;34;14;140
61046;54;34;14;140
61047;52;38;15;135
22456;49;33;20;140
22708;49;29;16;135
22458;49;25;17;140
22459;49;25;17;140
22460;49;25;17;140
23179;48;39;17;135
22704;53;24;17;140
22706;51;27;18;140
22705;51;27;18;140
22707;52;26;16;135
23021;52;27;16;135
23022;51;27;15;135
23023;53;28;14;135
60118;52;26;15;135
60119;52;26;15;135
60120;51;27;15;130
60123;50;30;17;135
60121;50;30;17;135
60122;50;30;17;135
60126;49;27;16;135
60125;49;27;16;135
60127;49;27;16;135
60124;49;28;16;130
21864;53;28;16;135
21863;51;27;17;140
60700;48;24;17;135
60701;46;23;16;130
60702;45;23;18;130
21468;49;26;17;135
21455;48;23;16;135
21465;49;26;17;135
21464;49;26;17;135
21456;46;24;16;130
21463;48;26;16;135
21467;50;24;17;138
21466;50;24;17;135
21457;47;25;16;125
21458;47;25;16;125
21443;55;30;15;135
21451;55;32;17;145
22192;48;25;17;135
29269;47;27;17;138
60660;50;25;17;135
60663;48;25;16;135
29272;47;27;16;135
29273;47;27;16;135
29274;48;25;19;135
22197;49;25;17;135
60664;49;25;17;135
60665;49;26;15;140
22199;50;26;14;140
29276;50;26;18;135
60662;48;25;15;130
60667;51;25;14;135
60668;51;25;14;135
61363;52;34;16;140
21527;52;39;13;140
61343;50;41;17;140
61344;52;32;14;140
61345;52;32;14;140
61346;52;46;17;145
61347;52;46;17;145
61348;52;35;15;140
61349;52;35;15;140
61350;53;39;17;140
61351;52;46;17;145
61352;51;42;18;140
60789;52;27;15;135
23251;51;27;15;140
27424;50;25;15;130
23256;53;28;15;135
26033;51;26;15;135
23257;53;35;14;135
23258;52;26;16;135
23260;52;26;15;135
60790;49;25;16;135
61639;55;33;16;140
61640;52;31;17;135
61641;48;33;18;145
61642;48;33;18;145
61645;52;27;16;140
61646;52;30;18;135
61647;52;30;18;135
61648;51;24;18;135
61649;60;44;18;145
22149;50;26;17;135
22150;52;28;18;135
60078;53;28;19;135
61573;49;24;15;135
61575;49;24;15;135
61574;49;24;15;135
22151;53;27;17;135
60169;53;27;17;135
61576;52;27;16;130
61577;52;27;16;130
22942;52;26;16;135
60115;51;39;14;135
60166;53;32;14;140
60117;52;32;17;135
61074;51;32;18;135
61073;51;32;18;135
60168;51;33;18;135
21375;51;26;18;145
20946;52;27;16;135
21605;51;27;16;135
20947;53;29;15;135
20949;52;32;16;135
20950;52;32;16;135
20951;52;32;16;135
20953;51;29;15;135
20954;51;29;15;135
21389;51;29;17;130
20952;51;31;16;130
60670;49;25;15;135
60671;50;26;16;135
61078;48;24;16;135
60674;50;25;17;135
60765;51;24;17;140
22522;50;25;16;135
28380;52;29;16;135
28381;52;29;15;130
28382;52;29;15;130
28384;53;30;14;140
28385;53;30;14;140
28387;52;26;16;135
28388;52;26;16;135
28389;53;31;13;130
28391;53;31;13;130
28393;53;29;16;130
28394;53;29;16;130
28396;50;28;15;130
28397;50;28;15;130
28398;52;33;17;135
28399;52;33;17;135
28400;50;27;16;130
28401;50;27;16;130
28402;50;27;16;130
28403;52;29;15;130
28406;50;30;14;132
28407;50;30;14;132
28408;51;26;15;135
28409;51;26;15;135
28419;50;30;16;130
28420;50;30;16;130
28421;50;30;16;130
28422;52;30;13;135
28423;52;30;13;135
28424;50;25;15;130
28425;50;25;15;130
28426;53;25;16;140
28427;53;25;16;140
28428;53;28;16;135
28429;53;28;16;135
28430;53;28;16;135
28431;52;26;16;135
28437;55;30;18;140
28438;55;30;18;140
28439;48;28;16;135
28440;48;28;16;135
28441;48;28;16;135
28442;51;28;15;135
28443;51;28;15;135
28444;51;28;15;135
28446;51;29;15;130
28449;50;26;16;135
28450;52;26;16;135
28451;52;26;16;135
28455;53;28;18;135
28456;53;28;18;135
28457;53;28;18;135
28458;53;33;16;135
28459;53;33;16;135
28460;53;33;16;135
28461;51;27;17;135
28462;51;27;17;135
28463;52;36;17;130
28465;50;26;15;132
28466;50;26;15;132
28467;50;26;15;132
28469;52;30;14;127
28470;52;30;14;127
60619;52;29;15;135
60620;54;26;15;135
60624;56;38;15;135
60625;56;38;15;135
60627;52;27;19;140
60628;52;26;18;140
60629;52;38;18;140
60630;57;34;16;140
60632;53;40;18;145
61353;54;29;14;140
21481;54;31;16;135
61354;54;38;16;140
21477;53;40;16;135
21478;53;40;16;135
61355;51;35;15;140
61356;53;28;18;140
21479;55;30;18;135
22648;51;35;17;135
29293;50;38;19;137
22645;50;28;15;135
60884;49;27;17;135
60885;49;27;17;135
60886;49;27;17;135
60887;49;27;17;135
60808;48;27;18;135
60809;48;27;18;135
60810;48;27;18;135
60929;51;27;17;135
60930;51;27;17;135
60931;51;27;17;135
60811;53;33;20;140
60812;53;33;20;140
22115;52;26;15;135
22124;52;32;17;140
22122;52;32;17;140
22125;53;26;16;135
22126;51;25;16;135
22127;53;26;17;135
60355;53;36;15;140
60356;53;29;16;135
60358;51;43;16;135
60360;52;31;17;135
60362;53;34;16;140
60363;52;29;15;140
60364;52;29;15;140
60367;53;33;15;130
26552;48;27;16;135
60393;50;36;18;140
60398;50;32;17;140
22524;44;29;22;140
60806;53;27;17;145
60807;53;27;17;145
23700;52;27;15;135
23701;52;27;15;135
23702;52;27;15;135
23703;52;27;15;135
24963;52;29;16;140
24964;52;29;16;140
24965;52;29;16;140
60436;50;26;15;135
24702;51;30;17;140
24703;51;30;17;140
24705;51;30;17;140
23704;53;30;16;140
24706;50;36;19;140
24707;50;36;19;140
24708;50;36;19;140
24967;53;30;17;135
24944;53;29;16;140
24946;53;29;16;140
24947;53;29;16;140
24709;53;31;16;140
24710;53;31;16;140
24712;53;31;16;140
24698;52;27;17;135
24700;52;27;17;135
24701;52;27;17;135
24922;53;33;17;140
24924;53;33;17;140
24923;53;33;17;140
24925;53;27;18;135
24928;53;27;18;135
24932;53;28;17;135
24933;53;32;16;140
24934;53;32;16;140
24936;53;32;16;140
23690;50;28;18;135
23685;51;28;16;135
23686;51;28;16;135
23687;51;28;16;135
24654;53;33;19;145
24655;53;33;19;145
24657;53;33;19;145
24658;55;37;19;145
24659;52;37;18;140
24660;55;37;19;145
23708;52;26;16;135
23709;52;26;16;135
23710;52;26;16;135
23711;52;26;16;135
24937;50;29;17;140
24939;50;29;17;140
24661;45;34;22;145
24663;45;34;22;145
24664;45;34;22;145
24665;45;34;22;145
60438;57;32;14;140
24941;54;30;17;140
23761;46;26;15;125
23763;46;26;15;125
23737;49;29;16;135
23765;49;32;16;130
23767;47;27;14;125
23768;47;27;14;125
23741;49;26;17;135
23744;47;27;17;130
23745;47;27;17;130
23771;46;24;14;125
23774;49;26;15;140
23777;47;24;16;130
23781;50;26;15;135
23749;46;23;16;125
23783;47;25;15;125
23785;47;25;15;125
23786;50;31;16;130
23787;50;31;16;130
23752;50;27;17;130
23790;50;25;16;135
23713;51;35;16;140
23714;51;35;16;140
24970;54;35;16;140
24971;54;35;16;140
24972;54;35;16;140
24666;52;27;15;135
24668;52;27;15;135
24669;52;27;15;135
23716;50;30;17;135
23718;50;30;17;135
24670;54;30;17;140
24671;54;30;17;140
24672;54;30;17;140
24673;54;30;17;140
24948;53;32;18;140
24949;53;32;18;140
24950;53;32;18;140
24974;52;28;15;135
24976;52;28;15;135
24951;51;28;17;135
24953;51;28;17;135
24977;52;34;17;140
24978;52;34;17;140
24979;52;34;17;140
24989;54;30;18;145
23719;50;34;17;140
23720;50;34;17;140
23721;50;34;17;140
23723;51;30;16;135
23725;51;30;16;135
24990;52;26;18;135
24991;52;26;18;135
60439;52;27;15;135
60440;50;28;17;135
60441;50;28;17;135
24958;53;30;18;140
23698;52;30;16;135
23699;52;30;16;135
60442;47;26;15;125
24959;52;31;18;140
24961;52;31;18;140
24962;52;31;18;140
23727;52;27;15;140
23728;52;27;15;140
23729;52;27;15;140
24685;52;26;17;135
24690;50;24;18;135
24691;53;26;17;140
24693;53;26;17;140
24694;53;26;17;140
24983;54;31;17;140
24984;54;31;17;140
24985;54;31;17;140
23680;53;29;17;140
23681;53;29;17;140
23682;53;29;17;140
23683;53;29;17;140
21207;52;26;16;140
61765;51;27;17;130
61767;53;26;15;140
28311;54;40;19;145
28314;52;29;17;140
28325;54;35;18;145
28327;54;35;18;145
28329;56;31;18;145
28330;52;30;19;140
28332;53;36;19;145
28334;55;39;18;145
28336;55;39;18;145
28337;54;27;18;140
28338;54;27;18;140
28339;54;27;18;140
28340;56;44;17;140
28341;56;44;17;140
28347;55;30;17;140
28350;54;30;18;145
61650;50;27;18;140
28357;53;28;16;145
28358;53;28;16;145
28359;53;28;16;145
21327;52;32;18;140
28369;52;27;18;140
28370;52;27;18;140
28371;52;27;18;140
28374;52;29;16;135
28375;55;26;18;140
28376;55;26;18;140
28377;53;32;18;140
28378;53;32;18;140
28273;53;28;15;135
26355;51;23;16;130
28276;50;25;16;135
28884;54;30;15;140
28280;52;33;17;135
28281;52;33;17;135
28282;52;33;17;135
28891;52;28;16;135
28893;52;32;16;135
24867;49;26;16;135
28290;52;30;16;135
60026;52;33;17;135
60027;53;30;16;135
60028;53;30;16;135
60029;52;31;16;135
60031;51;31;17;135
60034;52;36;15;140
60039;51;33;16;140
60156;52;32;17;135
28472;53;35;16;140
60044;55;39;20;150
60045;55;34;16;140
60046;55;34;16;140
28488;55;31;18;140
28493;50;36;20;135
28494;50;36;20;135
60529;52;29;17;140
61635;53;28;17;145
61636;50;31;20;135
28500;53;28;17;135
60048;54;33;18;145
28505;51;29;16;135
28506;51;29;16;135
61638;50;30;19;135
60526;49;32;16;135
60527;49;32;16;135
60528;49;32;16;135
28508;54;29;18;140
28509;44;35;22;140
28510;44;35;22;140
28511;44;35;22;140
28514;54;34;18;140
60049;50;31;15;135
60050;50;31;15;135
60209;52;27;16;140
60210;52;27;16;140
60211;52;29;19;140
60212;53;27;17;140
60213;53;27;17;140
60214;51;29;17;140
60216;52;34;16;133
60322;52;29;17;135
60328;55;33;16;140
60326;54;27;18;135
27011;46;41;22;143
27004;51;41;21;148
27056;51;41;21;148
27024;51;41;21;148
27055;51;42;21;148
27017;54;30;17;145
27032;53;36;17;148
27061;51;35;17;148
27044;48;40;19;145
27066;50;35;20;148
27048;51;38;20;148
27050;51;38;20;148
27051;51;38;20;148
27067;48;43;23;145
27072;53;40;17;148
27074;53;40;17;148
27637;49;32;16;143
22700;54;32;16;130
22702;54;27;15;135
29915;50;24;17;135
24868;50;26;16;135
60002;53;28;16;135
60004;51;29;16;135
60012;51;29;17;135
60008;52;34;16;140
60007;52;34;16;140
60010;52;41;15;140
60011;52;45;15;140
60017;53;38;16;140
60014;53;41;15;140
